"case_id","entropy","contrast","correlation","energy","homogeneity","variance","dissimilarity","asm","idm","sum_average","sum_entropy","difference_variance","difference_entropy","x_coord","y_coord","tissue_type","staining_method"
"MISS_001",2.3524551013759,5.29157865561486,0.223136933983509,NA,0.443058618983319,5.18171055422753,3.60584119530023,0.0859764679554588,0.443058618983319,3.05664168639826,2.50305327887566,3.877336606062,2.08955113512182,839.178466238081,310.335533460602,"Various","Multiple"
"MISS_002",2.56034769783482,5.81060425495986,0.268808596989825,NA,NA,5.54221905006961,4.68464428596196,0.0858078119933665,0.460078917295119,3.28941835748665,2.81791709689379,3.50204182547013,2.58975716357921,763.965950580314,962.41776808165,"Various","Multiple"
"MISS_003",2.14261137721236,5.32853351337544,0.146374201316062,NA,0.54655879458742,4.3912365758405,3.98415316312757,0.157608593324163,0.54655879458742,2.75073210494446,2.57231332924156,2.96555448173587,2.13341493662455,234.488970134407,706.113303778693,"Various","Multiple"
"MISS_004",NA,NA,0.220001489052518,0.181296635780298,0.455905275520484,5.85496890689908,4.71191466275519,0.0328684701452541,0.455905275520484,3.02344133167336,3.1271891899065,3.78176940891063,2.63723217924731,671.639308333397,260.13554749079,"Various","Multiple"
"MISS_005",2.91499585913997,5.14346661217088,0.17346713753397,0.210895920084725,0.298020389138584,5.91030528291972,4.74123507587373,0.0444770891083827,0.298020389138584,3.66307740788869,3.35829975081813,4.28199221162364,2.69573451194875,570.271440548822,746.933674905449,"Various","Multiple"
"MISS_006",2.81200548367481,7.11277330365295,0.220338274164681,0.313556248579345,NA,5.99439344334537,5.14274454259846,0.098317521023152,0.436186839554545,2.82996143556153,2.81198540596278,4.26464325412023,2.37872140828355,574.902300024405,11.0443434678018,"Various","Multiple"
"MISS_007",2.65750689167639,6.26331009407466,0.202843136783441,0.246274378893679,0.510670666858252,5.88506777141922,4.32863524307034,0.0606510696994674,0.510670666858252,2.90174521120189,2.90409054043993,3.69031061402796,2.45108235225064,178.566135233268,451.491991290823,"Various","Multiple"
"MISS_008",3.3044834041818,7.28378549964802,0.105215158070873,0.0955614336612702,0.293948386264219,7.14767663717644,NA,0.00913198760339735,0.293948386264219,4.04327440753272,3.67657104859339,4.83433357205063,3.49865367854167,530.764478025958,806.757127866149,"Various","Multiple"
"MISS_009",1.62025060454439,3.32277303625737,0.324509052144035,0.506018356081243,0.563176625195389,2.99958405330036,2.52172677099554,0.256054576691163,0.563176625195389,1.9219975057756,2.11609923880076,2.05754261481803,1.46428044868642,433.103664079681,677.922370145097,"Various","Multiple"
"MISS_010",NA,6.54601878565379,0.245887067256026,0.283736769784888,0.358022630063249,6.40973352134032,5.00687957542352,0.0805065545279625,0.358022630063249,3.09574145454757,3.28703910110012,4.13240865675889,2.60149160478902,26.8785217776895,678.049423731863,"Various","Multiple"
"MISS_011",3.4050201566482,8.7754268124806,0.00832490531888874,0.0479393094366728,0.23776666545071,7.91369116614622,5.93754039535842,0.00229817738926507,0.23776666545071,4.48166820443381,3.56245061769404,5.65147757651983,3.03787347070908,344.940156908706,193.889413261786,"Various","Multiple"
"MISS_012",2.46587046954082,6.1936746739478,0.318659190584915,NA,0.483196220829897,5.2975439412439,NA,0.154545251683581,0.483196220829897,2.76148284698092,2.78746557091403,3.64368619115441,2.4993589218089,716.473440639675,850.091310450807,"Various","Multiple"
"MISS_013",2.21580479791872,NA,0.163425815847081,0.366421405029344,0.514138643827302,4.90034887859891,3.90998530479171,0.134264646063678,0.514138643827302,2.8478750115047,2.42668121377534,3.79014996048523,1.963054549592,301.148453960195,879.420512123033,"Various","Multiple"
"MISS_014",2.36163440930283,5.06079054087948,0.272257420209692,0.413426633219645,0.371953029201493,4.54078589925441,3.90700540785437,0.170921581055331,0.371953029201493,2.80379102482699,2.61155190837845,3.01519723492361,2.00575486163726,307.098306249827,688.694746699184,"Various","Multiple"
"MISS_015",1.91441692992297,3.9059622919692,0.321334041813781,0.363681054024525,0.611692176543613,4.24982368803892,3.18627773078283,0.132263909056389,0.611692176543613,2.57150110971827,1.88390958260566,3.0194681997331,2.04620287511638,690.218593692407,464.203904615715,"Various","Multiple"
"MISS_016",1.58826393801064,4.07153631699458,0.61049645014766,0.488169279995569,0.641061847281996,4.05355528012034,2.72738683126725,0.238309245931393,0.641061847281996,1.666761402713,1.59362149328804,2.48449993409084,1.53828554819416,617.253420408815,172.052246052772,"Various","Multiple"
"MISS_017",1.8207307050111,3.89602463404344,0.326972080750019,0.424678623219486,0.5376622091096,3.395762365725,NA,0.180351933019599,0.5376622091096,2.24972616459569,2.30440185399214,2.51461192166683,1.93386385621327,755.760577041656,33.7834868114442,"Various","Multiple"
"MISS_018",3.5394739729632,8.3258583097062,NA,0.189186785274581,0.32014021870068,7.4158855413432,NA,0.0357916397225304,0.32014021870068,4.04683115312505,3.97693981017175,5.08256832485221,3.14528051414258,933.54159896262,295.39774148725,"Various","Multiple"
"MISS_019",3.37379668809646,7.89614475808661,0.0305997338849526,0.086377399855131,0.301863237977441,7.68010874574883,6.06785484298969,0.00746105520573319,0.301863237977441,4.0784853973186,3.57006386803515,4.79865758991048,3.1103527201298,622.793281916529,324.48055758141,"Various","Multiple"
"MISS_020",2.581978974335,5.21058123531619,0.136303451624715,NA,NA,5.31372997880146,4.20183981117839,0.104424676840887,0.371379921821395,2.69773814747739,2.48786610565888,3.7249611318643,2.62596228675785,444.897164823487,663.892347132787,"Various","Multiple"
"MISS_021",0.983636518826947,NA,0.534998941451097,0.548047656702931,0.701417970845885,1.93527519027269,1.85805004326172,0.300356234017574,0.701417970845885,1.28888780669191,1.02269958396336,1.46225287676854,0.697193629786585,351.857658941299,607.319434639066,"Various","Multiple"
"MISS_022",1.69645720659596,3.54257252733287,0.209946950188016,0.476095272322766,0.590376742093422,3.7118560295517,2.63160089105922,0.226666708328089,0.590376742093422,2.18193987026119,2.0614411735857,2.80756417835415,1.56081976878614,719.398811925203,902.455197414383,"Various","Multiple"
"MISS_023",1.34625295467169,2.7903013094928,0.337675831991262,0.590152686855023,0.622994223517329,3.02837604931089,2.06526287356951,0.348280193802203,0.622994223517329,1.1332689280717,1.64600956357699,2.26398127364169,0.734766834899601,654.659518273547,728.277218295261,"Various","Multiple"
"MISS_024",1.20003992731358,3.19183949043015,0.51803447216062,0.665970167187376,0.597553589819126,2.4542069876153,2.06026250687634,0.443516263583581,0.597553589819126,0.872828299917885,1.11165085384416,1.70536165918573,1.11003917060488,238.81871951744,808.812277158722,"Various","Multiple"
"MISS_025",2.48911998825524,5.18561466868556,0.183569710139878,NA,0.413034924624251,4.53850207466109,4.24109649120845,0.0696207695734479,0.413034924624251,2.97724199180182,2.94441176386572,3.55197781712357,2.03276422864356,309.230877319351,123.887703055516,"Various","Multiple"
"MISS_026",1.76538029718013,4.95314746168833,0.359079070652269,0.433666732781081,0.527731550606478,4.33103680760598,3.40826243794536,0.188066835121017,0.527731550606478,2.12298276718058,1.87170326336031,3.51946757546098,1.48258862147124,920.29621056281,253.447606228292,"Various","Multiple"
"MISS_027",NA,2.17349395513683,0.47879479301172,0.620346761741843,0.70603834005687,2.59701963423152,1.77383515854709,0.384830104803591,0.70603834005687,0.965792840551908,1.18520251824097,1.41485325785326,0.640729300875819,952.24938262254,522.708945907652,"Various","Multiple"
"MISS_028",2.63365508589142,6.01885619955395,0.20316829403307,0.166683307656524,0.428725958846321,5.85514431351272,4.47941027522451,0.0277833250513193,0.428725958846321,2.70472673623487,2.81168289842099,4.2333593456636,2.4439127587356,923.431048169732,367.588562890887,"Various","Multiple"
"MISS_029",2.79704742181877,6.47499343611757,0.226543088323688,0.167362596075053,0.375943268907901,5.68974423019112,4.64896575325483,0.0280102385649812,0.375943268907901,3.61677903121068,3.16516049194856,4.03927610921202,2.70669957162356,457.27731869556,459.809202002361,"Various","Multiple"
"MISS_030",1.96567700174941,4.48212923218058,0.274588627143019,0.412422141738702,0.594271763862902,4.45816231888872,3.46635913944101,0.170092022996338,0.594271763862902,2.22409694252275,1.79146913814498,2.38347468094503,1.84264182177933,780.073593137786,904.244887409732,"Various","Multiple"
"MISS_031",3.61918189565866,7.89284063305263,0.162952949039438,0.041150125526784,0.23403858962063,7.91281559421345,6.16394711031713,0.00169333283087008,0.23403858962063,4.16980160085222,4.1791147312178,5.70802898580385,3.27445602370861,268.335297470912,316.898205317557,"Various","Multiple"
"MISS_032",2.44108199350404,5.89358639340017,0.40473723480186,0.350197618442604,0.48792509091691,5.38725910413,4.40585589583145,0.122638371962872,0.48792509091691,3.22481791647642,2.96519239001954,3.66646130413601,1.90045128744518,787.484960863367,194.505491759628,"Various","Multiple"
"MISS_033",2.26161957214156,6.19000436211878,0.139339535518683,0.390371505894376,0.506704527634063,5.55718621831711,4.33233264192142,0.152389912614243,0.506704527634063,3.16041950870832,2.76396117727969,3.97979269549085,1.7703703261386,186.066801892594,171.043029753491,"Various","Multiple"
"MISS_034",2.37419165002418,5.47413511684277,0.411736401848047,0.490394282542654,0.505059113384536,5.55185174001016,4.21461798938357,0.240486552350525,0.505059113384536,2.73127918620474,2.27949780506721,3.86889388307055,2.20499695617971,616.610347060487,29.1193497832865,"Various","Multiple"
"MISS_035",2.29251902997767,4.76560579504756,0.0960844059536461,0.293864500636825,0.510807594376164,4.45348689402249,3.8025712214535,0.0863563447345307,0.510807594376164,2.89458722056285,2.26306428059446,3.13808576974984,2.51170534104285,520.668818615377,87.0328408200294,"Various","Multiple"
"MISS_036",2.50344434671885,5.75804415998067,0.267730145864264,0.250683619696273,NA,4.6563669091301,4.26686797783293,0.0628422771840255,0.44087188785154,3.00049991085246,2.65969211688145,2.80824306796973,2.18670157058815,647.022623801604,661.045969463885,"Various","Multiple"
"MISS_037",1.41863554158969,NA,0.600605006707019,0.493625553508145,0.608253891924314,2.45554625800676,2.20955708969376,0.243666187076223,0.608253891924314,1.46612672506429,1.61287927384205,1.33315492532837,1.7019526975246,642.61564752087,589.956921292469,"Various","Multiple"
"MISS_038",2.53156115510768,6.40910205134717,0.195294065760642,0.272220830217002,0.443516462787244,5.52368409255889,4.27986596656639,0.0741041804040339,0.443516462787244,2.96222356927374,2.77603802772327,3.59082464780789,2.18168657451613,691.668753046542,303.63179044798,"Various","Multiple"
"MISS_039",2.55340215003389,5.41630690804359,0.190385486247598,0.338088502679388,0.405589634373177,6.20299228432483,3.93350861852608,0.11430383564399,0.405589634373177,3.14788591373654,2.77271238217073,4.24656118431488,2.25271231409958,717.525812797248,133.781324839219,"Various","Multiple"
"MISS_040",3.55468498273815,8.03423191768721,0.175989191394712,0.0303576203020092,0.30258737295022,7.4781251368978,6.22951272303878,0.000921585110400963,0.30258737295022,4.83549708975356,3.77658626237911,5.44299590347828,3.22785281071251,432.448266306892,561.618062434718,"Various","Multiple"
"MISS_041",1.90800428176284,4.90034183206914,0.190357498321722,0.406950921583884,0.576841013809279,3.8294404075369,3.46631367252318,0.165609052577972,0.576841013809279,1.87667353374064,2.4044781974944,2.55992587390217,1.911596902153,529.196469113231,214.161585317925,"Various","Multiple"
"MISS_042",2.77273970677886,6.49211357998122,0.127273579439216,0.269140905875282,0.480557152878242,6.34221000275593,4.73285570966903,0.0724368272153673,0.480557152878242,3.24714534432152,3.38410060230606,4.6142859178661,2.93253709595986,290.702385362238,207.248453516513,"Various","Multiple"
"MISS_043",2.49287501785956,6.32770492889698,0.203113393271218,0.357289294500256,0.443228480624114,5.9810924094138,4.66229162556233,0.127655639964491,0.443228480624114,2.91529507058331,2.49347679335601,3.9503324935719,2.39431419053777,183.649414684623,781.075366772711,"Various","Multiple"
"MISS_044",2.30192693828769,4.45764035872519,0.28088132508789,0.313102205126016,0.47439887811804,5.03079465790739,3.53531925937969,0.0980329908547737,0.47439887811804,2.6429287848207,2.35241571387006,3.98026898056784,1.97401093865134,380.721295019612,475.757458480075,"Various","Multiple"
"MISS_045",2.77033234440945,6.00766300529516,0.0156064889524916,0.225816612435671,0.409923096937725,5.21240794547649,4.90385670562534,0.050993142451922,0.409923096937725,3.19094293507945,2.89288782275033,3.64561192666727,2.37179536626325,581.570502137765,303.270749049261,"Various","Multiple"
"MISS_046",3.48520047712565,7.66513048335408,0.0405150276581902,NA,0.262802178368152,7.11800336321395,6.02551125186872,0.026776032425248,0.262802178368152,3.90716053142989,3.82737372978819,4.89208827978056,3.24894141027998,701.780811417848,88.1503766868263,"Various","Multiple"
"MISS_047",1.70832313099695,3.8721851786791,0.422732416764453,0.403267351073811,0.550079442194572,3.84112191857522,2.69616674972712,0.162624556442088,0.550079442194572,1.15707785736736,1.48108812533551,3.00574197900202,1.34689923600195,768.802896374837,621.794404927641,"Various","Multiple"
"MISS_048",2.96478959879646,6.18932356375266,0.171269077418278,0.110806856316016,0.311336536737966,5.58450989156168,4.94558688949984,0.0122781594066382,0.311336536737966,3.44193055118533,3.21390587222682,3.75296851334526,2.55666227233371,349.922549910843,252.760792616755,"Various","Multiple"
"MISS_049",2.26575222310135,4.92927612286308,0.227421495208581,0.363437706735125,0.457350640898116,4.79431934368154,3.56272206124281,0.132086966676887,0.457350640898116,2.76483674566546,2.35209408806838,3.48886951163724,2.0455304911611,708.37058709003,847.763576311991,"Various","Multiple"
"MISS_050",1.71903403335259,3.02426843520815,0.360368418618345,0.390893590893189,NA,3.18038675092131,2.72225788881512,0.152797799401371,0.539935404931488,1.89197650630845,1.77964149015174,1.70355826296628,1.2856029794098,27.0282553974539,178.531423676759,"Various","Multiple"
"MISS_051",2.26542045272736,5.52072668997723,0.164659591058783,0.332726491795861,NA,5.44170529933715,3.99385983768493,0.110706918342781,0.512186092949829,2.71203229447687,2.51561150226745,3.52820634018303,2.28639332849992,664.536333177239,582.246973179281,"Various","Multiple"
"MISS_052",2.13206801855754,4.69331672643762,0.264901964421194,0.323062859004941,0.510627763848066,4.4193201328056,3.4398825982855,0.104369610868446,0.510627763848066,2.48461447590915,1.99560730058287,2.47945726911981,1.96421927657373,770.150790922344,863.477323204279,"Various","Multiple"
"MISS_053",2.04427792212397,4.81892089533092,0.167154799032586,0.378906211044441,0.519013173606099,4.06261975675492,3.55335529020329,0.143569916768054,0.519013173606099,2.64043412207622,2.20939916407309,2.67951360382335,1.60485332262926,645.189496222883,531.022064620629,"Various","Multiple"
"MISS_054",2.81595802837874,6.42016776660513,0.328364425422032,0.197454027813454,0.396023870317686,5.82681239808489,4.78262160552829,0.0389880930997562,0.396023870317686,3.68719586186138,2.90101470135245,4.17934076145188,2.38106649866546,593.149631982669,947.028000140563,"Various","Multiple"
"MISS_055",2.96060854588188,7.10755866114962,0.188419633016057,0.265872803929924,0.382769787804364,6.48211367938767,5.15968497271911,0.07068834786956,0.382769787804364,3.46928199447494,2.97700415755529,4.44403945488437,2.59987669518834,187.749308533967,273.762467317283,"Various","Multiple"
"MISS_056",2.4193479305852,5.77093279106722,0.257278961416107,NA,0.4102866178208,5.49022203873129,4.59654262555316,0.0834181439014661,0.4102866178208,2.98030594438433,2.42821361701681,3.62060588925483,2.12811269845742,249.476823257282,122.31750623323,"Various","Multiple"
"MISS_057",2.97358637894298,5.93015601653572,-0.0493804777241079,NA,0.414126355245889,6.92398806541502,4.47473038137689,0.0900611356534287,0.414126355245889,3.36913839519471,2.92315941627583,5.12849771755643,2.7821349567304,779.747353401035,222.284093033522,"Various","Multiple"
"MISS_058",3.62712001740082,7.70263666579145,-0.0653693205652338,0.139913890042982,0.239431980115118,7.6846885325504,NA,0.0195758966269597,0.239431980115118,4.07852373982249,4.18060368775434,5.130973979384,3.38340581872528,407.338476274163,382.00193317607,"Various","Multiple"
"MISS_059",2.76048161101934,5.88478470885927,0.189934088099514,0.205743881426932,NA,5.30222798398318,4.53538379571298,0.0423305447446195,0.435058480822202,3.61457656139034,3.09471531784252,3.92907346189736,2.50058599086406,296.413072384894,193.463190225884,"Various","Multiple"
"MISS_060",2.78530865535766,5.4856033174308,0.138974738141869,0.120132901633741,0.436939316152608,7.09709240407075,4.36972949389217,0.014431914054942,0.436939316152608,3.42459364526967,3.09574729465701,5.1387334626337,2.28313637745081,657.185007585213,116.296833613887,"Various","Multiple"
"MISS_061",2.72275749934773,5.19548050898558,0.267845882900989,0.209136894158586,0.416021476538205,5.76675869059962,4.35577302413211,0.0437382404982997,0.416021476538205,2.89924298727502,3.0086189011937,3.7647787311426,2.50914124913826,998.689862433821,638.587635010481,"Various","Multiple"
"MISS_062",2.45046359776757,6.12928211934177,0.336366511424487,NA,0.465923189647543,5.47958446426767,4.25546083696645,0.103029496401502,0.465923189647543,2.45791591095659,2.80006774791986,3.89150294380158,2.08555131964601,950.044377008453,923.729385249317,"Various","Multiple"
"MISS_063",2.59368602775279,5.91683943618016,0.0995855204165756,0.300621647524835,0.428204777477057,6.61617517729486,4.70353418270779,0.0903733749605458,0.428204777477057,3.60056719265087,3.08022947149249,4.33483045519497,2.21499720831694,112.761679571122,31.2910976354033,"Various","Multiple"
