"file","context","test","nb","failed","skipped","error","warning","user","system","real","passed"
"test-survivalPower-check-function.R","survivalPower-check-function","multi-arm non-inferiority uses the adjusted one-sided alpha throughout",12,0,FALSE,FALSE,0,0.647000000000002,0.155,0.833000000000006,12
"test-survivalPower-check-function.R","survivalPower-check-function","shared control power uses the correlation of the treatment contrasts",1,0,FALSE,FALSE,0,0.135999999999999,0.0600000000000005,0.216999999999999,1
"test-survivalPower-check-function.R","survivalPower-check-function","failed calculations do not produce completion messages or derived plots",12,0,FALSE,FALSE,0,0.109000000000002,0.0220000000000002,0.132999999999996,12
"test-survivalPower-check-function.R","survivalPower-check-function","simulation validation refuses designs the simulator does not implement",12,0,FALSE,FALSE,0,0.348000000000003,0.126,0.515000000000001,12
"test-survivalPower-check-function.R","survivalPower-check-function","sensitivity scenarios keep the selected design and multiplicity adjustment",8,0,FALSE,FALSE,0,2.578,0.397,3.058,8
"test-survivalPower-check-function.R","survivalPower-check-function","saved results clear when a formerly valid design becomes unsupported",16,0,FALSE,FALSE,0,0.449000000000002,0.111,0.573,16
"test-survivalPower-check-function.R","survivalPower-check-function","two-sided power equals alpha at the null and includes both rejection tails",7,0,FALSE,FALSE,0,0.150000000000002,0.0250000000000004,0.178000000000004,7
"test-survivalPower-design-factors.R","survivalPower-design-factors","interim looks inflate log-rank and non-inferiority, not only Cox",2,0,FALSE,FALSE,0,0.370999999999999,0.0599999999999996,0.441000000000003,2
"test-survivalPower-design-factors.R","survivalPower-design-factors","the Cox sequential design is efficacy-only",2,0,FALSE,FALSE,0,2.776,0.422,3.237,2
"test-survivalPower-design-factors.R","survivalPower-design-factors","sequential power agrees with gsDesign's boundary-crossing probability",3,0,FALSE,FALSE,0,0.18,0.024,0.207000000000001,3
"test-survivalPower-design-factors.R","survivalPower-design-factors","power, detectable HR and duration honour the design the sample size used",7,0,FALSE,FALSE,0,0.602000000000004,0.0730000000000004,0.683,7
"test-survivalPower-design-factors.R","survivalPower-design-factors","detail tables report the headline's numbers",4,0,FALSE,FALSE,0,0.0929999999999964,0.0119999999999996,0.106999999999999,4
"test-survivalPower-design-factors.R","survivalPower-design-factors","the non-inferiority interim table is populated at one-sided alpha",3,0,FALSE,FALSE,0,0.140999999999998,0.0229999999999997,0.167999999999999,3
"test-survivalPower-design-factors.R","survivalPower-design-factors","unsupported design choices are refused or disclosed, not silently ignored",7,0,FALSE,FALSE,0,0.287999999999997,0.04,0.329999999999998,7
"test-survivalPower-distributions.R","survivalPower-distributions","Weibull distribution: Sample size calculation works (shape = 1.5)",1,0,FALSE,FALSE,0,0.0320000000000036,0.00499999999999989,0.036999999999999,1
"test-survivalPower-distributions.R","survivalPower-distributions","Weibull distribution: Shape = 1.0 equivalent to exponential",2,0,FALSE,FALSE,0,0.0769999999999982,0.00999999999999979,0.0879999999999939,2
"test-survivalPower-distributions.R","survivalPower-distributions","Weibull distribution: Decreasing hazard (shape < 1)",1,0,FALSE,FALSE,0,0.0300000000000011,0.00499999999999989,0.0349999999999966,1
"test-survivalPower-distributions.R","survivalPower-distributions","Weibull distribution: Increasing hazard (shape > 1)",1,0,FALSE,FALSE,0,0.0350000000000037,0.00700000000000056,0.0420000000000016,1
