"day","seasonal_value","cyclic_value","month"
1,5.30546135229606,50.0557727945498,1
2,8.81308284835588,45.0680095778545,1
3,5.99372613615934,54.5060891615233,1
4,4.76840573115187,52.3812835430262,1
5,1.53954885705877,52.8593204196538,1
6,3.83635351540112,55.0666741926616,1
7,4.33819889559522,59.3502622654248,1
8,6.91244759106929,56.2589940115196,1
9,6.56835411581532,57.7306434122921,1
10,5.68955452918551,56.7173199135836,1
11,6.08507063345827,54.5705193257762,1
12,5.21404062621665,55.5522888854454,1
13,5.91917456392712,52.2687340916938,1
14,6.47321008903261,47.9916216946316,1
15,6.90200815830442,51.7929057326461,1
16,9.73544185226529,42.9270005683964,1
17,3.93527747879874,45.8576892410401,1
18,9.19069781172499,47.782449707881,1
19,7.66846137299282,46.7519974011907,1
20,3.3217033298131,45.4087884200569,1
21,5.94773462874251,49.2604904675101,1
22,5.33512995971126,42.9185491498328,1
23,4.82229283310242,38.3364601221133,1
24,3.70946149851934,48.7860731115107,1
25,5.8964053107265,47.05518820174,1
26,6.11566908771284,47.2588083959203,1
27,6.44345407987177,47.2374008083247,1
28,3.07481425145988,44.3053182716352,1
29,8.18885684135171,47.5523281804562,1
30,8.90964440834711,53.0222423363102,1
31,9.10956487068382,52.646006751109,2
32,9.18731078443923,49.3769520946221,2
33,8.16457225270161,56.3834420555191,2
34,10.8201338405378,57.7748629926167,2
35,6.25250576160202,55.6762278812155,2
36,5.67626294032111,56.5061230286298,2
37,8.9312396516197,61.0500307015466,2
38,9.26530199208552,58.0571255732482,2
39,7.02067148617665,60.3649079656932,2
40,8.71888923196207,56.1948953803033,2
41,9.42615176399742,60.2041876619033,2
42,9.67458336365192,54.8118749013852,2
43,10.8058461219831,56.9369285869777,2
44,11.0587732406013,52.2052223128616,2
45,4.47536739172399,49.0189920318382,2
46,12.9316349151661,54.2652557279861,2
47,10.5319535771714,57.204328906935,2
48,8.6251232348532,48.4834393921876,2
49,7.68404175712302,53.140844258201,2
50,11.872373029528,47.4591461815562,2
51,10.8688536298104,50.5651967721955,2
52,12.5206772110671,44.6598151030544,2
53,10.3970754751909,48.5043293580188,2
54,10.1852065505694,45.6537341378411,2
55,15.3109090952534,44.3635370284779,2
56,6.91313416622861,51.049349103297,2
57,11.9251948677296,54.7400140196025,2
58,12.0723812568926,48.5007958869873,2
59,12.3406299773191,49.2588132083332,2
60,12.741052808152,49.7824561646192,2
61,11.2344906171215,52.7151355097453,3
62,14.2833639114016,57.1306242621137,3
63,7.20662120131914,58.2256108987185,3
64,10.6692859057498,58.2445868098845,3
65,12.2081779475981,59.8588889550997,3
66,12.9397048082181,56.6486495834184,3
67,13.5937438854842,57.8044795431899,3
68,14.2276349926024,60.4187591749988,3
69,10.1006976268229,57.3605505967511,3
70,13.3024097669793,54.9452592971267,3
71,14.505247837358,53.1327736931893,3
72,16.2798840220089,64.6316861713774,3
73,13.5707840821413,50.5845380486902,3
74,17.1672819823194,54.8275084124714,3
75,13.5772958147692,59.5529430084537,3
76,14.2121794541558,55.2729741714451,3
77,14.8042315824097,51.260277791367,3
78,13.6510227589619,52.5610612718308,3
79,16.259742535994,55.5891445986573,3
80,12.3084253936736,50.2387564405682,3
81,15.160846430954,47.5874548819644,3
82,14.2631310167484,53.483069356875,3
83,14.4220491905332,54.7843708808546,3
84,17.9909150421121,46.4910527373116,3
85,17.9640873512663,52.0761432727909,3
86,19.2270700318797,50.9723177634878,3
87,15.6744868627766,53.5159976652177,3
88,16.4375892962265,53.9464102802833,3
89,13.439921591271,53.3489022490474,3
90,15.9365725817657,55.8147531419209,3
91,20.4105633427927,51.9579727569842,3
92,16.2179895435588,52.4204233838923,4
93,14.8865377524629,59.7511737330903,4
94,17.4705167924297,58.6738306372172,4
95,20.046511211681,58.6852758946968,4
96,14.5636389669244,54.5271266446562,4
97,17.3771833852279,58.114115504537,4
98,18.9848733306641,60.449224929531,4
99,22.1677566058353,58.2463138192173,4
100,17.1440174062539,59.5739790579038,4
101,21.5756044241859,59.9204158677399,4
102,17.8314550417831,57.6264203483478,4
103,16.7945986463126,58.4664625430963,4
104,16.7462108954143,55.5103651084707,4
105,18.7297397753681,54.2949415164383,4
106,19.2829265276964,53.4981223653872,4
107,18.8364897613562,55.2329790751102,4
108,21.7399490284796,54.9242698880359,4
109,20.1664207325483,58.7407131323589,4
110,19.726100283868,48.2199503082446,4
111,18.8816004934556,48.6723450985055,4
112,17.6421242111314,52.5598378272084,4
113,16.4613984379699,55.5903865129973,4
114,20.9511765927185,54.6246619425172,4
115,20.7176893031336,50.0167561260854,4
116,23.5380491102579,50.0495826813991,4
117,21.5294544860973,58.000280552529,4
118,22.6792041034034,58.4948573348882,4
119,21.30244023316,55.554024322094,4
120,19.71767490965,61.1020648872569,4
121,22.0655768966787,57.0655979651451,4
122,22.295920405025,55.6799821209707,5
123,20.1096507268026,58.9370957506117,5
124,21.8130290417805,60.1554873870341,5
125,25.9961465727405,55.90141372524,5
126,19.8580340962485,60.5407887112369,5
127,25.1807975670986,60.0667881983444,5
128,21.90003239667,62.8464699309408,5
129,25.4343420694496,59.6115972877827,5
130,20.896951735811,62.2767873721269,5
131,22.5617576139276,61.8745972475349,5
132,23.4254255074235,58.7009536378857,5
133,22.6842761109609,58.5531614212772,5
134,24.3310885596321,64.8841043299673,5
135,22.7816675898546,61.3940933400668,5
136,25.6325124633444,60.4247275414981,5
137,23.6525451314265,54.9906504749627,5
138,24.7910233288343,51.4417369919561,5
139,21.1270770421577,54.9476462185795,5
140,22.2708610013639,52.868016328767,5
141,25.8535794448791,63.0486958973142,5
142,24.7764889337638,46.3317038622048,5
143,23.5688618482328,51.5688930104207,5
144,23.7022479906817,56.8958630313436,5
145,25.5061090174317,46.6243237805843,5
146,23.6225154847864,52.8053298744427,5
147,24.2911902237332,55.4132775461992,5
148,20.9178032728663,54.7074040097213,5
149,27.823435566102,53.6151261360439,5
150,25.8703081201824,57.1332793451103,5
151,26.0631362654405,62.6051437244741,5
152,20.6450488293252,55.5886896452459,5
153,24.4688918105627,64.8334334349923,6
154,23.7444804410226,64.157870963931,6
155,21.8585252255694,58.3700632634422,6
156,26.1122601253351,58.0530015174519,6
157,27.1689007809893,62.926225528531,6
158,23.6345557399693,63.7315084130494,6
159,24.3201030591991,66.2639068630126,6
160,28.2359886805606,62.2174789033946,6
161,21.5451223609269,63.0268389093076,6
162,26.3619359948155,64.9066657084907,6
163,24.2712823029117,63.6957507706778,6
164,24.6916004113704,61.717839416343,6
165,23.7202303833952,59.2217511952715,6
166,27.1525807195099,58.4032927802748,6
167,22.718914508914,59.9241755330009,6
168,26.9095731964322,58.767690990734,6
169,27.8054281448606,54.5497310526756,6
170,21.7143860019995,55.2636427230651,6
171,22.7460990122634,58.8723743184815,6
172,26.1822575475522,58.0414915605746,6
173,23.0828445678617,50.7456475391263,6
174,23.6057373831575,58.28932244227,6
175,24.0884660739512,54.1623059993022,6
176,24.2776205608886,50.3629664676526,6
177,26.3584494814992,59.7885022169377,6
178,23.7265569630856,57.1197200513242,6
179,25.0898414647639,60.8115795353515,6
180,26.3617651767632,64.817338982651,6
181,21.7787226104948,63.3291763685857,6
182,23.4500009345022,60.0729026348795,6
183,26.5157238368738,61.6841568873066,7
184,24.0070660249721,59.9543268274645,7
185,19.6510150256802,61.115002580741,7
186,22.9637593730062,65.52387534902,7
187,26.2667582994938,63.4247771001129,7
188,23.7340003514214,66.3473741725644,7
189,23.7275362862211,66.7025112304881,7
190,24.1920773515968,64.9205168025903,7
191,25.866544170039,62.0697871515361,7
192,23.3866319585157,58.0451362929453,7
193,25.2591561872168,62.0275677411964,7
194,25.3892145580363,57.6261086020789,7
195,22.1381171051626,61.6879366137847,7
196,23.9823018320694,61.078977746087,7
197,22.9569478200379,58.7643592589823,7
198,24.7923023595706,53.8467352641429,7
199,20.8640199140344,53.9688640023465,7
200,26.8784618952703,54.1953600520001,7
201,26.4090993642852,55.7363946538478,7
202,21.9457097254961,62.1968996530146,7
203,22.203473241883,52.4153842218409,7
204,21.6355156772384,48.9741740688977,7
205,23.086173510591,55.5586728323939,7
206,22.2614660606566,54.0665428839219,7
207,23.390657408092,50.8937540123933,7
208,19.3143643370209,55.7433928561582,7
209,23.2789220667428,58.2897034992037,7
210,22.8876238933152,57.1934068637107,7
211,19.5476334911501,63.7365380360791,7
212,23.1908323062453,65.3566041324315,7
213,22.6365735550619,62.614510860107,8
